angles,magnitud,activity
0.398842,0.21467,0
-0.205088,-0.941483,0
0.146614,0.626561,0
1.25641,0.179487,0
3.39657,-17.4449,0
1.47074,1.04865,0
0,0,0
11.9231,11.7179,0
1.14793,0.305062,0
0.633318,0.287683,0
0.868058,0.287683,0
0.00603257,0.0107786,0
0.433677,0.204377,0
-0.283613,-1.31318,0
0.232397,0.547107,0
0.272727,0.0909091,0
0.891283,1.19157,0
1.66909,1.18975,0
0,0,0
12.4182,11.5091,0
2.27967,0.649917,0
0.618018,0.340319,0
0.69899,0.366886,0
0.00993664,0.0127982,0
0.254996,0.132293,0
-0.492973,-0.476289,0
0.158448,0.626561,0
1.28205,0.230769,0
-2.19015,4.13378,0
1.643,1.14727,0
0,0,0
12.0513,11.7692,0
0.869165,0.177515,0
0.576723,0.234599,0
0.859715,0.287683,0
0.00625857,0.00983352,0
0.425693,0.234599,0
-0.217439,-0.178369,0
0.632236,0.415906,0
0.858934,0.22884,0
0.865331,2.21156,0
4.77123,1.29235,0
0,0,0
1.98119,13.3762,0
15.4927,0.755044,0
0.332029,0.447793,0
0.353845,0.503278,0
0.0123606,0.0098661,0
0.166677,0.233586,0
-0.493698,-0.259516,0
0.622896,0.383384,0
2.05316,0.282392,0
0.482553,1.91769,0
4.03692,1.30408,0
0,0,0
2.17276,13.3588,0
13.3459,0.735047,0
0.342686,0.461275,0
0.362184,0.533355,0
0.0115047,0.00904815,0
0.211748,0.258483,0
-0.418324,-0.197944,0
0.625961,0.429982,0
1.30476,0.152381,0
0.631122,0.60287,0
4.17571,1.28779,0
0,0,0
2.11746,13.3143,0
13.4487,0.990113,0
0.351156,0.447087,0
0.368391,0.491866,0
0.012884,0.0113446,0
0.149643,0.185356,0
-0.555551,-0.428336,0
0.64497,0.388844,0
0.919732,0.277592,0
0.734243,-2.47505,0
4.4735,1.19441,0
0,0,0
1.98997,13.3679,0
13.7709,0.720842,0
0.317204,0.457447,0
0.348565,0.526489,0
0.0120986,0.00911415,0
0.177625,0.256514,0
-0.509136,-0.537684,0
0.394408,0.511767,0
0.341463,0.0195122,0
0.455841,0.750376,0
1.97713,1.23453,0
0,0,0
12.2829,13.239,0
3.24297,0.942867,0
0.535602,0.327797,0
0.549307,0.331838,0
0.0123715,0.014783,0
0.156643,0.041742,0
-0.651415,-0.919701,0
0.435028,0.509017,0
0.0903955,0.0338983,0
0.360697,0.124488,0
1.48607,1.22586,0
0,0,0
12.7571,13.2768,0
1.83153,0.912062,0
0.475554,0.342788,0
0.4975,0.342788,0
0.0128114,0.0143574,0
0.131779,0.0642852,0
-0.622303,-0.884948,0
0.441315,0.506693,0
0.307692,0.0358974,0
0.833535,0.334525,0
1.49299,1.2389,0
0,0,0
12.4,13.2667,0
1.95145,0.934017,0
0.456651,0.347849,0
0.468262,0.350933,0
0.0135671,0.0142993,0
0.108053,0.0671676,0
-0.756243,-0.824237,0
0.391659,0.489839,0
0.918478,0.0434783,0
0.653716,0.39824,0
1.51796,1.24386,0
0,0,0
12.4837,13.2391,0
2.1486,0.921077,0
0.534944,0.358355,0
0.534944,0.365127,0
0.0116509,0.0140812,0
0.194224,0.0776627,0
-0.661411,-0.760244,0
0.501098,0.323835,0
0.0661479,0.0933852,0
-0.275045,0.907292,0
1.2777,1.54578,0
0,0,0
11.7315,12.5681,0
1.05243,2.07416,0
0.432877,0.55437,0
0.432877,0.582302,0
0.0134505,0.0127351,0
0.105768,0.134753,0
-0.753139,-0.693734,0
0.516225,0.298206,0
0.0696721,0.151639,0
-0.266236,0.17325,0
1.24274,1.53042,0
0,0,0
11.7254,12.5779,0
1.01067,1.99803,0
0.4245,0.588323,0
0.427894,0.618266,0
0.0133553,0.0113607,0
0.109777,0.184802,0
-0.807012,-0.620858,0
0.516309,0.310604,0
0.0509804,0.121569,0
1.07489,0.140702,0
1.26168,1.52026,0
0,0,0
11.7451,12.5922,0
1.09973,1.99837,0
0.423249,0.576217,0
0.427849,0.595726,0
0.0138689,0.0120437,0
0.0874547,0.160697,0
-0.810482,-0.667529,0
0.516193,0.299151,0
0.0829876,0.157676,0
2.35466,0.129028,0
1.22665,1.52881,0
0,0,0
11.7676,12.5892,0
0.92526,2.01798,0
0.421434,0.587023,0
0.429537,0.61909,0
0.0130027,0.0112304,0
0.124202,0.189255,0
-0.722307,-0.621471,0
0.477531,0.620741,0
0.0222222,0.0222222,0
0.60245,0.278044,0
1.27951,1.18469,0
0,0,0
10.7333,12.4667,0
1.08444,0.693333,0
0.370819,0.27386,0
0.370819,0.27386,0
0.0147018,0.0147018,0
0.0462723,0.0462723,0
-0.877071,-0.821003,0
0.39645,0.587114,0
0.205128,0.102564,0
-2.24988,-2.22751,0
1.23669,1.19066,0
0,0,0
10.6154,12.4103,0
0.749507,0.549638,0
0.461889,0.322162,0
0.493853,0.322162,0
0.0102855,0.0125045,0
0.220365,0.143604,0
-0.608514,-0.505031,0
0.427469,0.549383,0
0.194444,0.166667,0
-2.14176,-1.24996,0
1.21219,1.17284,0
0,0,0
10.4722,12.3889,0
0.749228,0.459877,0
0.457788,0.337777,0
0.487967,0.383845,0
0.010486,0.0110406,0
0.213926,0.195668,0
-1.03667,-0.199995,0
0.413444,0.566924,0
0.170732,0.121951,0
0.21154,3.41157,0
1.21654,1.14158,0
0,0,0
10.6098,12.4146,0
0.774539,0.535396,0
0.44706,0.332834,0
0.491109,0.359333,0
0.0109564,0.0120346,0
0.198483,0.161025,0
-0.609366,-0.442576,0
0.548521,0.406914,0
1.55102,1.04082,0
1.34079,0.676726,0
3.15577,5.4823,0
0,0,0
8.16326,8.83673,0
7.2753,18.6264,0
0.382788,0.554018,0
0.382788,0.554018,0
0.012999,0.0103439,0
0.142715,0.304011,0
-0.710254,-0.756192,0
0.39375,0.3775,0
4.375,0.8,0
1.29009,0.7991,0
4.61938,6.6,0
0,0,0
7.825,7.7,0
9.04438,22.21,0
0.532768,0.535318,0
0.532768,0.535318,0
0.0105762,0.0111621,0
0.2777,0.264497,0
-0.653606,-0.934708,0
0.496599,0.456916,0
1.19048,0,0
0.944486,0.999991,0
4.00283,6.63776,0
0,0,0
7.04762,8.14286,0
9.80726,22.551,0
0.394728,0.400172,0
0.394728,0.400172,0
0.0139459,0.0153809,0
0.0974648,-4.34882E-06,0
-1.07156,-0.999358,0
0.480257,0.425161,0
1.48485,0.333333,0
0.472941,1.05781,0
3.81726,6.76492,0
0,0,0
6.39394,7.84848,0
10.9862,22.977,0
0.382863,0.427559,0
0.382863,0.427559,0
0.0144626,0.0127408,0
0.0589659,0.157419,0
-0.962264,-0.846769,0
0.21499,1,0
1.38462,0,0
0.768327,0,0
7.41946,1,0
0,0,0
6.46154,2,0
25.3425,0,0
0.734484,-4.34882E-06,0
0.771177,-4.34882E-06,0
0.0112101,0.0153809,0
0.216544,-4.34882E-06,0
-0.660491,0,0
0.142669,1,0
4.15385,0,0
0.598483,0,0
8.2163,1,0
0,0,0
8.25641,2,0
28.1118,0,0
0.80599,-4.34882E-06,0
0.908336,-4.34882E-06,0
0.00701876,0.0153809,0
0.411259,-4.34882E-06,0
-0.446508,0,0
0.14952,1,0
3.88889,0,0
0.554766,0,0
7.98766,1,0
0,0,0
8.18519,2,0
27.0151,0,0
0.812728,-4.34882E-06,0
0.879615,-4.34882E-06,0
0.00783628,0.0153809,0
0.353104,-4.34882E-06,0
-0.508783,0,0
0.14,1,0
5.2,0,0
0.322773,0,0
7.59555,1,0
0,0,0
8.06667,2,0
25.1956,0,0
0.814433,-4.34882E-06,0
0.897354,-4.34882E-06,0
0.00694336,0.0153809,0
0.38996,-4.34882E-06,0
-0.501288,0,0
0.183673,0.55102,0
9.57143,0.142857,0
-1.97498,0.730749,0
4.26531,1.53061,0
0,0,0
8.14286,2.71429,0
5.55102,1.91837,0
0.759063,0.345821,0
0.759063,0.345821,0
0.00453902,0.0115543,0
0.554592,0.178103,0
-3.13579,-0.711211,0
0.1875,0.4375,0
7.75,0.625,0
-0.255603,1.25803,0
4.48438,1.48438,0
0,0,0
7.25,3.125,0
4.1875,2.35938,0
0.64889,0.466216,0
0.752549,0.466216,0
0.00366211,0.0090332,0
0.64889,0.319464,0
-0.806216,-0.844934,0
0.25,0.59375,0
1.125,0.125,0
1.77417,1.25803,0
2.9375,1.48438,0
0,0,0
8.875,2.875,0
9.85938,2.35938,0
0.64889,0.319464,0
0.64889,0.319464,0
0.0119629,0.0119629,0
0.163621,0.163621,0
-1.81168,-0.999846,0
0.25,0.625,0
4.25,0.25,0
1.31371,2.33323,0
4.1875,1.1875,0
0,0,0
7.75,2.75,0
8.1875,1.6875,0
0.602043,0.24421,0
0.602043,0.24421,0
0.00561523,0.00952148,0
0.451532,0.24421,0
-2.935,-4.88592,0
0.160377,0.51068,0
1.30189,2.91509,0
0.713029,0.50653,0
3.46565,2.79708,0
0,0,0
7.24528,3.25472,0
7.93984,6.02003,0
0.893273,0.466949,0
1.02337,0.552629,0
0.00855014,0.00935669,0
0.381364,0.355739,0
-0.54464,-0.391843,0
0.132561,0.508979,0
1.93478,3.19565,0
0.751156,0.495658,0
3.22779,2.59487,0
0,0,0
7.19565,3.21739,0
7.07042,5.67013,0
0.926129,0.494247,0
1.09361,0.562685,0
0.00668964,0.00856523,0
0.470488,0.412922,0
-0.497279,-0.425674,0
0.139428,0.542475,0
1.46491,0.938596,0
0.657946,0.810091,0
3.30809,3.91013,0
0,0,0
7.5,3.57018,0
7.63596,10.5082,0
0.948378,0.46631,0
1.05887,0.520165,0
0.00819115,0.0109829,0
0.389847,0.273472,0
-0.569951,-0.470208,0
0.123136,0.45751,0
2.34409,3.75269,0
0.425281,0.103052,0
3.28258,4.04498,0
0,0,0
7.35484,3.3871,0
7.39022,6.0437,0
0.944378,0.521857,0
1.10668,0.612057,0
0.00635525,0.00774992,0
0.512319,0.457231,0
-0.490051,-0.233134,0
0.272227,0.19935,0
2.21008,3.05882,0
0.964844,1.01853,0
10.5629,4.62517,0
0,0,0
3.55462,11.4622,0
38.0835,7.34101,0
0.723043,0.743725,0
0.778028,0.829053,0
0.00851341,0.00626251,0
0.416156,0.475329,0
-0.536082,-0.332842,0
0.2542,0.2118,0
3.67,4.02,0
0.954821,1.0653,0
10.7404,5.1339,0
0,0,0
3.43,11.18,0
37.6891,7.5876,0
0.771828,0.760341,0
0.816427,0.818815,0
0.00742773,0.00598711,0
0.489787,0.496115,0
-0.483459,-0.380016,0
0.247027,0.266201,0
2.40517,1.09483,0
0.983509,0.881716,0
10.936,4.71723,0
0,0,0
3.52586,10.681,0
37.2113,13.4586,0
0.763817,0.736882,0
0.859084,0.778391,0
0.00978391,0.0103297,0
0.344964,0.281907,0
-0.61539,-0.553304,0
0.252403,0.224721,0
3.12745,2.79412,0
0.891777,-1.03338,0
12.2338,2.54287,0
0,0,0
3.57843,11.2255,0
39.2565,8.19425,0
0.734578,0.738645,0
0.793996,0.805349,0
0.00796484,0.00665525,0
0.439857,0.466854,0
-0.841768,-0.573345,0
0.519396,0.769523,0
0.0324675,0.0194805,0
0.172956,0.55961,0
1.22769,1.10322,0
0,0,0
12.6688,13.7597,0
0.883834,0.403314,0
0.337343,0.191527,0
0.337343,0.196908,0
0.0143992,0.014784,0
0.0621899,0.0416881,0
-0.883009,-0.779091,0
0.533367,0.720714,0
0.0428571,0.0714286,0
0.899245,2.0351,0
1.21281,1.1173,0
0,0,0
12.6143,13.7571,0
0.808367,0.355306,0
0.33022,0.235885,0
0.343117,0.25483,0
0.014099,0.0133082,0
0.0768269,0.111743,0
-0.719045,-0.389049,0
0.529778,0.736889,0
0.0533333,0.0666667,0
1.88062,1.37874,0
1.21196,1.1056,0
0,0,0
12.5867,13.7733,0
0.802489,0.335289,0
0.346232,0.224925,0
0.35454,0.244406,0
0.0138031,0.0134364,0
0.0904181,0.106363,0
-0.705807,-0.393688,0
0.504565,0.726351,0
0.0810811,0.0472973,0
2.95073,1.72129,0
1.20435,1.12176,0
0,0,0
12.5946,13.7365,0
0.781592,0.41029,0
0.371436,0.229064,0
0.371436,0.241349,0
0.0130525,0.0139727,0
0.122203,0.0827153,0
-0.681175,-0.549736,0
0.974361,0.529456,0
0.012945,0,0
-0.0062262,0.999959,0
1.00643,1.23527,0
0,0,0
11.9871,13.2427,0
0.0127774,0.941088,0
0.0300155,0.2881,0
0.033908,0.2881,0
0.0149816,0.0153809,0
0.0300155,-4.34882E-06,0
-0.00107623,-0.999996,0
0.979822,0.384062,0
0.0101695,0.179661,0
2.50916,1.94111,0
1.00673,1.24131,0
0,0,0
11.9898,13.2441,0
0.0100661,0.76077,0
0.0246501,0.435424,0
0.027457,0.485418,0
0.0150663,0.0107751,0
0.0246501,0.204491,0
-0.0264558,-0.313526,0
0.987322,0.386527,0
0.00318471,0.181529,0
3.01251,2.00732,0
1.00633,1.24025,0
0,0,0
11.9904,13.258,0
0.0158323,0.751927,0
0.0186484,0.434139,0
0.0186484,0.484315,0
0.0152817,0.0107379,0
0.0093242,0.205718,0
-0.450774,-0.308266,0
0.980156,0.388,0
0.01,0.18,0
2.50946,1.99993,0
1.00662,1.24,0
0,0,0
11.99,13.26,0
0.0099,0.7524,0
0.0243125,0.433341,0
0.0270725,0.483095,0
0.0150715,0.0107684,0
0.0243125,0.204715,0
-0.0263709,-0.310982,0
0.701225,0.490204,0
0.0571429,0.0714286,0
0.766631,-0.835612,0
1.12245,1.23347,0
0,0,0
11.7143,12.6714,0
0.432653,0.820612,0
0.246345,0.365465,0
0.263543,0.365465,0
0.0136972,0.0133082,0
0.0951159,0.111743,0
-0.520198,-0.667417,0
0.699512,0.458776,0
0.118644,0.135593,0
1.16201,0.680189,0
1.10457,1.21201,0
0,0,0
11.7797,12.6102,0
0.273485,0.712439,0
0.242591,0.392975,0
0.277774,0.433788,0
0.0121131,0.0117181,0
0.158168,0.172355,0
-0.150425,-0.376112,0
0.732234,0.447984,0
0.0746269,0.134328,0
1.28383,1.06931,0
1.10515,1.21519,0
0,0,0
11.7761,12.6418,0
0.323012,0.737358,0
0.227934,0.398749,0
0.249742,0.438821,0
0.0132228,0.011747,0
0.115273,0.171335,0
-0.345962,-0.393818,0
0.771046,0.46875,0
0.0892857,0.107143,0
1.43913,1.67565,0
1.08131,1.21142,0
0,0,0
11.8393,12.6429,0
0.206314,0.765306,0
0.196094,0.384735,0
0.222187,0.414348,0
0.0128398,0.0123914,0
0.130663,0.147868,0
-0.16161,-0.494031,0
0.582222,0.426173,0
0.755556,1.17778,0
2.4656,0.548948,0
1.56099,4.39951,0
0,0,0
10.0889,9.66667,0
2.42667,14.5778,0
0.347137,0.522569,0
0.424119,0.522569,0
0.0110444,0.0105815,0
0.255539,0.254318,0
-0.792798,-0.717049,0
0.54375,0.47125,0
0.725,1.225,0
1.10004,0.656673,0
1.99938,4.85937,0
0,0,0
9.375,9.425,0
4.67438,16.2944,0
0.430754,0.450852,0
0.445801,0.450852,0
0.0131543,0.0125098,0
0.151456,0.165591,0
-1.08054,-0.782558,0
0.614984,0.519251,0
1.58065,0,0
-0.770382,0.99999,0
1.89282,5.23933,0
0,0,0
9.64516,9.54839,0
2.79917,16.9573,0
0.357195,0.35865,0
0.357195,0.35865,0
0.0144053,0.0153809,0
0.0618808,-4.29705E-06,0
-1.20859,-0.999876,0
0.71875,0.539062,0
0.40625,1.03125,0
-0.110408,1.03893,0
1.92871,4.20996,0
0,0,0
9.65625,10.4688,0
2.72559,9.68652,0
0.278601,0.418112,0
0.278601,0.418112,0
0.0135193,0.0126648,0
0.120336,0.161024,0
-0.530042,-0.72535,0
0.359033,1,0
0.206349,0,0
0.0330597,0,0
1.42681,1,0
0,0,0
9.57143,2,0
1.4457,0,0
0.493451,-4.34882E-06,0
0.561383,-4.34882E-06,0
0.0122157,0.0153809,0
0.180352,-4.34882E-06,0
-0.644824,0,0
0.346165,1,0
0.220339,0,0
1.91147,0,0
1.40908,1,0
0,0,0
9.64407,2,0
1.2324,0,0
0.52653,-4.34882E-06,0
0.575352,-4.34882E-06,0
0.0109012,0.0153809,0
0.221554,-4.34882E-06,0
-0.507591,0,0
0.369898,1,0
0.178571,0,0
1.41171,0,0
1.34694,1,0
0,0,0
10.1786,2,0
1.24872,0,0
0.502154,-4.34882E-06,0
0.55581,-4.34882E-06,0
0.0119031,0.0153809,0
0.18588,-4.34882E-06,0
-0.57458,0,0
0.349112,1,0
0.276923,0,0
1.82705,0,0
1.31621,1,0
0,0,0
10.1538,2,0
1.04284,0,0
0.504182,-4.34882E-06,0
0.575533,-4.34882E-06,0
0.0105288,0.0153809,0
0.243844,-4.34882E-06,0
-0.460946,0,0
0.157025,1,0
0.545455,0,0
1.40739,0,0
2.78512,1,0
0,0,0
8.72727,2,0
5.83471,0,0
0.801773,-4.34882E-06,0
0.856501,-4.34882E-06,0
0.00763293,0.0153809,0
0.299224,-4.34882E-06,0
-0.782012,0,0
0.234568,1,0
0.333333,0,0
0.908147,0,0
2.20988,1,0
0,0,0
7.88889,2,0
3.4321,0,0
0.661389,-4.34882E-06,0
0.661389,-4.34882E-06,0
0.00843642,0.0153809,0
0.276426,-4.34882E-06,0
-0.918717,0,0
0.305556,1,0
0.0833333,0,0
1.44857,0,0
1.74306,1,0
0,0,0
7.91667,2,0
3.40972,0,0
0.549366,-4.34882E-06,0
0.549366,-4.34882E-06,0
0.0129937,0.0153809,0
0.124563,-4.34882E-06,0
-1.54648,0,0
0.183673,1,0
1.71429,0,0
-5.64986,0,0
1.40816,1,0
0,0,0
7.42857,2,0
2.53061,0,0
0.759063,-4.34882E-06,0
0.759063,-4.34882E-06,0
0.00581453,0.0153809,0
0.436124,-4.34882E-06,0
-2.03557,0,0
0.125396,0.433228,0
1.31915,2.34043,0
1.0215,1.42354,0
2.97827,2.35627,0
0,0,0
6.29787,3.65957,0
7.27297,8.26709,0
0.899352,0.560358,0
1.00351,0.560358,0
0.00844899,0.00885924,0
0.384861,0.348546,0
-0.585184,-0.793448,0
0.115741,0.375,0
3.02778,3.25,0
0.574942,1.18163,0
4.00617,2.6821,0
0,0,0
6.63889,3.97222,0
8.17515,8.80478,0
0.896746,0.597967,0
1.05862,0.614686,0
0.00568757,0.00788182,0
0.529728,0.399318,0
-0.513374,-0.774332,0
0.159506,0.413333,0
2.26667,1.66667,0
0.238163,0.809152,0
4.00444,4.49333,0
0,0,0
6.75556,4.33333,0
8.18469,12.6667,0
0.821314,0.554653,0
0.959658,0.594782,0
0.00832839,0.0110599,0
0.378634,0.25226,0
-0.601683,-0.700113,0
0.116279,0.395349,0
2.72093,2.4186,0
0.297249,0.201749,0
3.2834,4.08816,0
0,0,0
6.44186,3.5814,0
6.06057,6.98756,0
0.869943,0.593298,0
1.01637,0.607295,0
0.00642332,0.00791061,0
0.503315,0.399045,0
-0.684304,-0.465003,0
0.288221,0.187981,0
2.61798,4.57303,0
0.799372,0.397569,0
8.39275,5.23381,0
0,0,0
4.46067,9.31461,0
27.4167,12.4628,0
0.784907,0.809592,0
0.853007,0.922058,0
0.00817296,0.00604649,0
0.437882,0.504948,0
-0.586793,-0.21597,0
0.297188,0.1975,0
3.4875,4.3875,0
0.881638,0.494955,0
8.28734,5.35609,0
0,0,0
4.5125,9.3875,0
28.4748,11.3623,0
0.767167,0.789561,0
0.840554,0.883999,0
0.0080127,0.00665527,0
0.442533,0.459346,0
-0.57279,-0.288855,0
0.316882,0.304108,0
1.6988,0.746988,0
0.948069,1.02893,0
8.65713,5.57918,0
0,0,0
4.78313,9.39759,0
30.2195,16.4323,0
0.733375,0.654009,0
0.781993,0.688854,0
0.0105362,0.0102821,0
0.265205,0.274467,0
-0.739655,-0.620354,0
0.272463,0.191174,0
3.08434,3.90361,0
0.781389,0.649902,0
10.2591,4.82,0
0,0,0
5.06024,9.66265,0
32.958,10.1994,0
0.756881,0.799955,0
0.830572,0.893781,0
0.00736536,0.0067938,0
0.438509,0.454223,0
-0.869253,-0.274901,0
0.470617,0.684938,0
0.288889,0.111111,0
0.949061,3.61145,0
1.43654,1.11062,0
0,0,0
10.2889,12.1111,0
1.56247,0.365432,0
0.430231,0.28679,0
0.505447,0.305214,0
0.00984074,0.0122944,0
0.261409,0.151487,0
-0.387842,-0.455183,0
0.381224,0.606531,0
0.428571,0.885714,0
0.999968,0.531538,0
1.39674,1.85388,0
0,0,0
10.2571,11.9714,0
1.51837,0.999184,0
0.456104,0.353843,0
0.550144,0.398947,0
0.00805943,0.0102278,0
0.32191,0.252931,0
-0.215173,-0.141127,0
0.402494,0.498866,0
0.214286,0.190476,0
0.496558,0.480175,0
1.33107,1.22902,0
0,0,0
10.7381,12.1905,0
1.28855,0.630386,0
0.478254,0.424212,0
0.532976,0.473638,0
0.0101194,0.0105623,0
0.225642,0.211455,0
-0.527505,-0.29577,0
0.476852,0.615741,0
0.25,0.166667,0
0.168055,-1.73675,0
1.36728,1.13194,0
0,0,0
10.5278,12.1111,0
0.971451,0.376543,0
0.395698,0.334474,0
0.462589,0.380537,0
0.00952148,0.0110406,0
0.24421,0.195668,0
-0.460362,-0.226651,0
0.483997,0.964012,0
0.182648,0.00456621,0
0.948825,-0.52795,0
1.17865,1.01793,0
0,0,0
10.484,12.032,0
0.551114,0.0583391,0
0.376098,0.0440584,0
0.430679,0.0440584,0
0.0107156,0.0152388,0
0.206449,0.0126568,0
-0.212835,-0.683819,0
0.4933,0.9412,0
0.22,0.025,0
2.38878,-0.816063,0
1.1476,1.02477,0
0,0,0
10.43,12.025,0
0.4551,0.044375,0
0.362649,0.0698038,0
0.42395,0.0746838,0
0.0100184,0.0146191,0
0.228825,0.0507633,0
-0.154217,-0.166028,0
0.513243,0.943855,0
0.152381,0.0190476,0
1.05477,0.497261,0
1.17372,1.01896,0
0,0,0
10.4667,12.019,0
0.563175,0.05678,0
0.361853,0.0699603,0
0.407202,0.0756855,0
0.0113446,0.014797,0
0.185356,0.0409492,0
-0.280992,-0.335984,0
0.49145,0.94115,0
0.2,0.025,0
0.940691,-1.36861,0
1.16877,1.01477,0
0,0,0
10.45,12.025,0
0.4975,0.044375,0
0.367887,0.0698038,0
0.427654,0.07582,0
0.0103809,0.0146191,0
0.217313,0.0507633,0
-0.157842,-0.492606,0
0.280092,1,0
0.339623,0,0
-0.811326,0.985674,0
1.24999,1,0
0,0,0
10.9308,12,0
0.655591,9.09495E-13,0
0.475493,-4.29705E-06,0
0.575181,-4.29705E-06,0
0.00837214,0.0153809,0
0.278281,-4.29705E-06,0
-0.0880375,0,0
0.254431,1,0
0.518519,0,0
-1.37149,0,0
1.24988,1,0
0,0,0
10.9481,12,0
0.478793,0,0
0.444444,-4.34882E-06,0
0.598224,-4.34882E-06,0
0.00757908,0.0153809,0
0.300723,-4.34882E-06,0
-0.0167289,0,0
0.291171,1,0
0.298013,0,0
0.283977,0,0
1.24973,1,0
0,0,0
11.0265,12,0
0.701285,0,0
0.475649,-4.34882E-06,0
0.565323,-4.34882E-06,0
0.00884332,0.0153809,0
0.264551,-4.34882E-06,0
-0.121129,0,0
0.253095,1,0
0.518797,0,0
1.18214,0,0
1.24761,1,0
0,0,0
10.9699,12,0
0.480298,0,0
0.445158,-4.34882E-06,0
0.599405,-4.34882E-06,0
0.0075794,0.0153809,0
0.300714,-4.34882E-06,0
-0.0141996,0,0
0.600084,0.439614,0
0.188406,0.681159,0
0.956132,0.691445,0
1.3306,4.28796,0
0,0,0
10.5072,9.84058,0
1.20647,13.6992,0
0.364277,0.535862,0
0.415097,0.535862,0
0.0114492,0.0117052,0
0.200163,0.216222,0
-0.360597,-0.729096,0
0.470568,0.398546,0
0.236842,0.934211,0
1.91509,0.686314,0
1.31631,4.81717,0
0,0,0
10.6842,9.38158,0
1.29501,15.9728,0
0.462039,0.543756,0
0.528878,0.543756,0
0.0103547,0.011361,0
0.23671,0.220757,0
-0.38881,-0.720363,0
0.575878,0.472724,0
0.0704225,0.0140845,0
0.736796,0.99607,0
1.48165,4.59294,0
0,0,0
10.6901,9.76056,0
1.73497,14.5483,0
0.386383,0.430218,0
0.398059,0.430218,0
0.0133351,0.0149469,0
0.110619,0.0321389,0
-0.7201,-0.953644,0
0.655612,0.391582,0
0.0714286,0.982143,0
0.42049,1.11719,0
1.33897,4.96142,0
0,0,0
10.5,9.73214,0
1.25,13.5533,0
0.329625,0.553645,0
0.340372,0.553645,0
0.0133082,0.0109265,0
0.111743,0.260893,0
-0.637577,-0.643029,0
0.379556,1,0
0.173333,0,0
0.943744,0,0
1.23716,1,0
0,0,0
12.7867,2,0
0.781156,0,0
0.437015,-4.34882E-06,0
0.488966,-4.34882E-06,0
0.0109031,0.0153809,0
0.200259,-4.34882E-06,0
-0.321773,0,0
0.35973,1,0
0.232877,0,0
1.48661,0,0
1.22518,1,0
0,0,0
12.726,2,0
0.692062,0,0
0.444895,-4.34882E-06,0
0.51341,-4.34882E-06,0
0.0097982,0.0153809,0
0.235696,-4.34882E-06,0
-0.20215,0,0
0.528084,1,0
0.0327869,0,0
0.128557,0,0
1.22575,1,0
0,0,0
12.6557,2,0
0.848697,1.42109E-14,0
0.326616,-4.29705E-06,0
0.326616,-4.29705E-06,0
0.0143899,0.0153809,0
0.0626601,-4.29705E-06,0
-0.799027,0,0
0.385609,1,0
0.179104,0,0
1.32456,0,0
1.2299,1,0
0,0,0
12.7463,2,0
0.756516,0,0
0.433922,-4.34882E-06,0
0.486748,-4.34882E-06,0
0.0107863,0.0153809,0
0.204124,-4.34882E-06,0
-0.308645,0,0
0.304369,0.276307,0
0.607143,0.526786,0
0.817609,1.13701,0
4.08418,3.60643,0
0,0,0
3.82143,11.9732,0
10.8457,9.02607,0
0.716547,0.692652,0
0.744734,0.75037,0
0.0112803,0.00995496,0
0.214155,0.273472,0
-0.717589,-0.564627,0
0.29092,0.289879,0
1.71429,0.55102,0
0.729143,1.06104,0
3.82559,3.17253,0
0,0,0
4.08163,12.1429,0
9.87089,8.12245,0
0.748231,0.640646,0
0.804137,0.693505,0
0.00879832,0.00988836,0
0.360277,0.280915,0
-0.613314,-0.570577,0
0.376926,0.34923,0
0.357143,0.357143,0
1.04381,0.78819,0
3.3283,2.78259,0
0,0,0
3.7449,12.3163,0
9.73646,7.03259,0
0.619179,0.570286,0
0.652393,0.591333,0
0.0129958,0.0122344,0
0.148854,0.167354,0
-0.849827,-0.703842,0
0.321896,0.310397,0
1.24272,0.291262,0
1.03487,0.570825,0
3.22679,2.96814,0
0,0,0
3.59223,12.2524,0
9.89349,7.99453,0
0.66667,0.626201,0
0.708215,0.657088,0
0.010659,0.0105766,0
0.268291,0.240421,0
-0.698995,-0.743357,0
0.724008,0.690926,0
1.13043,0.0434783,0
-0.352197,1.09859,0
1.86815,3.20463,0
0,0,0
4.08696,12.9565,0
0.862004,8.78072,0
0.287609,0.300404,0
0.287609,0.300404,0
0.0128555,0.0140812,0
0.149531,0.0776627,0
-0.602832,-0.748592,0
0.879292,0.617065,0
0.0645161,0.16129,0
-1.13784,-1.29618,0
1.06035,1.11238,0
0,0,0
4.06452,13.7097,0
0.0603538,0.335068,0
0.103882,0.29064,0
0.103882,0.337778,0
0.0134948,0.0111535,0
0.103882,0.191864,0
-0.278808,-0.137464,0
0.906008,0.633551,0
0.0487805,0.170732,0
-0.0249955,-10.1475,0
1.0238,1.06782,0
0,0,0
4.04878,13.7317,0
0.0464009,0.293873,0
0.0846391,0.27905,0
0.0993191,0.309455,0
0.0139308,0.0109564,0
0.0846391,0.198483,0
-0.00531524,-0.460326,0
0.901381,0.727811,0
0.0512821,0.74359,0
0,-24.8198,0
1,1.04865,0
0,0,0
4,13.6667,0
0.0512821,1.35043,0
0.10327,0.244401,0
0.10327,0.244401,0
0.0138605,0.0118059,0
0.0878374,0.194166,0
35213.1,-1.40318,0
0.794485,0.51717,0
0,0.0483871,0
0.99994,1.0171,0
1.11056,4.77003,0
