angles,magnitude,activity
0.502326,0.548837,0
0.691779,1.0028,0
2.78072,2.65097,0
0,0,0
6.49302,6.15814,0
6.78949,5.65871,0
0.856883,0.601069,0
0.968053,0.650884,0
0.00908556,0.0101442,0
0.317095,0.286722,0
-0.529847,-0.494831,0
0.12017,0.284968,0
0.965174,1.0995,0
0.46645,0.798768,0
2.74372,2.63184,0
0,0,0
6.48756,6.15423,0
6.419,5.05582,0
0.88499,0.637817,0
1.06131,0.733429,0
0.00713075,0.00736667,0
0.423911,0.413475,0
-0.389345,-0.338758,0
0.192347,0.333061,0
0.421429,0.65,0
0.751902,1.0544,0
1.69102,2.70633,0
0,0,0
7.10714,7.25,0
2.28138,5.85893,0
0.721736,0.636627,0
0.872353,0.663825,0
0.00833526,0.0104909,0
0.318655,0.283258,0
-0.322529,-0.564386,0
0.224192,0.360896,0
0.384,0.728,0
0.400052,1.12831,0
1.60006,2.74554,0
0,0,0
7.024,7.112,0
1.99142,5.66746,0
0.681642,0.618514,0
0.811595,0.626325,0
0.00871686,0.0103689,0
0.304347,0.287682,0
-0.361698,-0.557691,0
0.241386,0.386751,0
0.241135,0.333333,0
0.561701,1.01233,0
1.66345,2.72305,0
0,0,0
7.14894,7.19858,0
2.46718,6.21588,0
0.691211,0.570293,0
0.769726,0.586531,0
0.0103258,0.0124965,0
0.238644,0.182744,0
-0.512425,-0.657835,0
0.189586,0.368757,0
0.453846,0.8,0
0.250067,0.618278,0
1.61544,2.55172,0
0,0,0
7.02308,7.21538,0
2.08408,5.44592,0
0.707407,0.603499,0
0.859141,0.635065,0
0.00784943,0.0106915,0
0.329847,0.277556,0
-0.315195,-0.522267,0
0.62963,0.432099,0
0.111111,0.111111,0
-3.49973,-1.24996,0
1.09877,1.24691,0
0,0,0
9.66667,10.7778,0
0.444444,0.839506,0
0.296931,0.406872,0
0.296931,0.406872,0
0.0122944,0.0122944,0
0.151487,0.151487,0
-0.702078,-0.600097,0
0.78125,0.34375,0
0.125,0.25,0
4.4283,0.466647,0
1.10938,1.23438,0
0,0,0
9.875,10.75,0
0.109375,0.6875,0
0.163621,0.451532,0
0.163621,0.526785,0
0.0119629,0.00952148,0
0.163621,0.24421,0
-0.354422,-0.166456,0
0.54,0.82,0
0.1,0,0
-1.49995,0.999933,0
1.16,1.09,0
0,0,0
9.5,10.2,0
0.65,0.36,0
0.348212,0.141173,0
0.348212,0.141173,0
0.0125684,0.0153809,0
0.141173,-4.34882E-06,0
-0.674641,-0.999781,0
0.432099,0.382716,0
0.333333,0.222222,0
5.04982,0.999952,0
1.24691,1.17284,0
0,0,0
9.44444,10.4444,0
0.469136,0.91358,0
0.406872,0.499013,0
0.406872,0.499013,0
0.00843642,0.00997962,0
0.276426,0.23004,0
-0.527915,-2.40311,0
0.380165,0.433884,0
2.95455,0.454545,0
0.48188,0.842935,0
6.70248,4.7624,0
0,0,0
5.68182,5.18182,0
18.6054,14.3306,0
0.497484,0.425365,0
0.497484,0.425365,0
0.0127337,0.0127337,0
0.159655,0.159655,0
-0.69621,-0.81381,0
0.259259,0.333333,0
2.77778,1.88889,0
0.916659,0.483103,0
6.33333,4.65432,0
0,0,0
6.11111,5.22222,0
23.6543,12.8395,0
0.63614,0.527602,0
0.63614,0.527602,0
0.00959382,0.00959382,0
0.296931,0.296931,0
-0.687874,-0.581363,0
0.254438,0.573965,0
3.84615,0,0
0.52485,0.999989,0
9.09467,4.40828,0
0,0,0
4.61538,4.46154,0
28.9823,13.6331,0
0.633318,0.268056,0
0.633318,0.268056,0
0.0111279,0.0153809,0
0.232752,-4.34882E-06,0
-0.782374,-0.999989,0
0.432099,0.555556,0
5.44444,0,0
0.999989,0.999989,0
4.55556,4.55556,0
0,0,0
5.44444,4.66667,0
14.9136,14.2222,0
0.406872,0.276426,0
0.406872,0.276426,0
0.0122944,0.0153809,0
0.151487,-4.34882E-06,0
-2.39631,-0.999992,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
2,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
2,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.722222,1,0
8.16667,0,0
0,0,0
1,1,0
0,0,0
3.16667,2,0
6.80556,0,0
0.195668,-4.34882E-06,0
0.195668,-4.34882E-06,0
0.0110406,0.0153809,0
0.195668,-4.34882E-06,0
146629,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
2,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.429355,1,0
0.333333,0,0
0.764846,0,0
1.23628,1,0
0,0,0
5.66667,2,0
0.518519,0,0
0.42823,-4.34882E-06,0
0.538083,-4.34882E-06,0
0.00896154,0.0153809,0
0.286134,-4.34882E-06,0
-0.113439,0,0
0.374096,1,0
0.410256,0,0
0.0346527,0,0
1.26561,1,0
0,0,0
5.74359,2,0
0.447074,0,0
0.439978,-4.34882E-06,0
0.555777,-4.34882E-06,0
0.00782004,0.0153809,0
0.293988,-4.34882E-06,0
-0.0812109,0,0
0.4525,1,0
0.275,0,0
0.999955,0,0
1.19437,1,0
0,0,0
5.725,2,0
0.499375,0,0
0.430124,-4.34882E-06,0
0.50831,-4.34882E-06,0
0.00915039,0.0153809,0
0.25543,-4.34882E-06,0
-0.115947,0,0
0.348837,1,0
0.488372,0,0
-0.637025,0,0
1.21309,1,0
0,0,0
5.65116,2,0
0.459708,0,0
0.442654,-4.34882E-06,0
0.596068,-4.34882E-06,0
0.00748808,0.0153809,0
0.334243,-4.34882E-06,0
-0.0663713,0,0
0.0959596,0.19697,0
1.98485,3.74242,0
1.1614,0.815407,0
4.37925,4.36547,0
0,0,0
8.37879,5.31818,0
12.6458,11.823,0
0.933793,0.831538,0
1.14857,0.902908,0
0.00591116,0.00741053,0
0.491185,0.477222,0
-0.580875,-0.620472,0
0.100951,0.138071,0
2.02128,3.04255,0
1.28897,0.916763,0
4.46039,4.579,0
0,0,0
8.10638,5.85106,0
12.1268,12.6374,0
0.939468,0.897069,0
1.12594,0.983576,0
0.00588844,0.00699188,0
0.51716,0.502541,0
-0.569026,-0.568793,0
0.19324,0.177934,0
0.803571,0.303571,0
0.876041,1.04515,0
3.88138,4.16295,0
0,0,0
8.26786,5.33929,0
10.0175,12.9385,0
0.742617,0.835135,0
0.859279,0.876033,0
0.0109265,0.0102689,0
0.260893,0.255589,0
-0.800794,-0.689463,0
0.120606,0.190914,0
1.62791,2.53488,0
0.293648,0.418402,0
3.93023,4.67874,0
0,0,0
8.60465,5.13953,0
9.457,11.0038,0
0.892656,0.802947,0
1.07883,0.881653,0
0.00682894,0.00872186,0
0.453683,0.398768,0
-0.678283,-0.699723,0
0.100812,0.207022,0
2.88841,2.55794,0
0.569385,0.617794,0
4.75752,4.33511,0
0,0,0
9.57511,4.90129,0
12.1763,10.5525,0
0.955353,0.812903,0
1.14758,0.969603,0
0.00586121,0.00719377,0
0.51906,0.482955,0
-0.37455,-0.336731,0
0.0933772,0.210332,0
2.98649,2.49099,0
0.503455,0.637545,0
4.61058,4.09457,0
0,0,0
9.74324,4.74324,0
12.0315,9.92056,0
0.948316,0.806028,0
1.18526,0.960941,0
0.00543151,0.00686707,0
0.546808,0.488764,0
-0.335753,-0.305819,0
0.170091,0.320329,0
1.17544,0.535088,0
0.787134,0.934239,0
4.37925,4.20191,0
0,0,0
9.34211,4.78947,0
12.8199,12.403,0
0.859637,0.693165,0
0.927923,0.765306,0
0.0106781,0.0117511,0
0.258833,0.22984,0
-0.670082,-0.671326,0
0.0940909,0.193347,0
3.05,2.96364,0
0.651392,0.51285,0
4.52058,4.00452,0
0,0,0
9.83182,4.76364,0
10.9318,9.3805,0
0.966876,0.819775,0
1.17208,0.99361,0
0.00553775,0.00608398,0
0.541861,0.537938,0
-0.32759,-0.267241,0
0.781451,0.373737,0
0.0189394,0.19697,0
1.28064,1.01801,0
1.13493,2.6813,0
0,0,0
11.7538,7.01515,0
0.488622,6.43916,0
0.199037,0.582977,0
0.202733,0.620967,0
0.0148002,0.0115432,0
0.0407638,0.200085,0
-0.76723,-0.622337,0
0.78472,0.371339,0
0.0566802,0.445344,0
-2.53535,0.642361,0
1.06756,2.43772,0
0,0,0
11.8057,7.04453,0
0.326608,5.79964,0
0.202489,0.602062,0
0.208537,0.652489,0
0.01371,0.0103478,0
0.0945517,0.269616,0
-0.749055,-0.522085,0
0.744349,0.378639,0
0.0730769,0.507692,0
-3.76546,0.544935,0
1.07425,2.52982,0
0,0,0
11.7654,6.9,0
0.387263,6.23615,0
0.234325,0.612563,0
0.234325,0.633764,0
0.0132641,0.0110082,0
0.113571,0.255359,0
-0.87678,-0.598501,0
0.772145,0.346059,0
0.0685484,0.66129,0
-4.17841,0.371327,0
1.06385,2.35977,0
0,0,0
11.7944,7.04839,0
0.348839,5.61056,0
0.214859,0.643957,0
0.214859,0.681296,0
0.0133856,0.00926845,0
0.108508,0.328522,0
-0.906892,-0.477258,0
0.694409,0.37655,0
0.0568182,0.392045,0
-0.257453,1.13214,0
1.1446,2.28974,0
0,0,0
10.25,8.89205,0
0.471591,4.14176,0
0.266847,0.60397,0
0.273684,0.627804,0
0.0137062,0.0110398,0
0.0947202,0.240922,0
-0.59257,-0.547329,0
0.718992,0.402067,0
0.0792683,0.420732,0
-2.07488,0.994481,0
1.12493,2.10857,0
0,0,0
10.2134,8.90854,0
0.350796,3.74163,0
0.252376,0.562001,0
0.252376,0.591554,0
0.0131001,0.0110668,0
0.120282,0.234224,0
-0.647873,-0.510669,0
0.681947,0.410267,0
0.0652174,0.309783,0
-1.19399,0.659627,0
1.14367,2.05387,0
0,0,0
10.2826,8.875,0
0.463611,4.21807,0
0.272686,0.551951,0
0.272686,0.571844,0
0.0134757,0.012009,0
0.104695,0.192696,0
-0.719543,-0.629533,0
0.735233,0.376072,0
0.0591716,0.585799,0
-0.190928,-0.0558842,0
1.10434,1.81258,0
0,0,0
10.213,8.91716,0
0.368825,3.64994,0
0.238092,0.591281,0
0.251688,0.624926,0
0.0136412,0.00974599,0
0.0975695,0.293231,0
-0.70714,-0.499995,0
0.86314,0.367934,0
0.0727273,0.163636,0
2.7626,2.33053,0
1.05157,1.24595,0
0,0,0
9.92727,10.9636,0
0.067438,0.835041,0
0.113185,0.444958,0
0.130942,0.482598,0
0.0132734,0.011104,0
0.113185,0.193535,0
-0.0855796,-0.411755,0
0.829218,0.390261,0
0.0925926,0.12963,0
-12.2439,1.74067,0
1.01818,1.25,0
0,0,0
9.90741,11.0556,0
0.0840192,0.867284,0
0.133969,0.428724,0
0.154087,0.4624,0
0.0127553,0.0118551,0
0.133969,0.167491,0
-0.54389,-0.463895,0
0.777041,0.364734,0
0.123077,0.169231,0
-2.8439,-0.171714,0
1.04402,1.24947,0
0,0,0
9.87692,10.9077,0
0.107929,0.822249,0
0.161988,0.4453,0
0.197345,0.493471,0
0.0120081,0.0109874,0
0.161988,0.19745,0
-0.0684729,-0.351994,0
0.829218,0.329904,0
0.0925926,0.240741,0
3.15974,-1.8186,0
1.06859,1.24966,0
0,0,0
9.90741,10.9074,0
0.0840192,0.750686,0
0.133969,0.46579,0
0.154087,0.522265,0
0.0127553,0.00966884,0
0.133969,0.239692,0
-0.124844,-0.277177,0
0.280612,0.415816,0
4.17857,1.28571,0
0.510662,0.767287,0
5.96301,6.21811,0
0,0,0
5.53571,5.35714,0
19.2895,19.301,0
0.637168,0.467756,0
0.637168,0.510756,0
0.0104781,0.0098005,0
0.285574,0.284874,0
-0.644522,-0.620532,0
0.312,0.4464,0
3.96,0.04,0
0.210287,0.964237,0
6.3184,6.5936,0
0,0,0
5.56,5.8,0
19.9776,21.92,0
0.573054,0.431558,0
0.573054,0.431558,0
0.0119809,0.0141809,0
0.192513,0.0729286,0
-1.17092,-0.925294,0
0.415192,0.488033,0
0.0322581,0.354839,0
1.03978,0.90692,0
5.86368,5.50572,0
0,0,0
3.90323,4.80645,0
19.5734,17.2529,0
0.447828,0.452364,0
0.447828,0.471781,0
0.0144053,0.0125843,0
0.0618809,0.164817,0
-0.91128,-1.02306,0
0.289438,0.423868,0
2.48148,0.703704,0
0.788585,0.993061,0
8.35802,6.34431,0
0,0,0
5,5.44444,0
25.0316,20.6914,0
0.591153,0.476391,0
0.591153,0.498686,0
0.0122087,0.0113085,0
0.182198,0.218347,0
-0.712723,-1.14327,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
2,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.80975,1,0
0.103448,0,0
-0.0357104,0,0
1.03329,1,0
0,0,0
2.10345,2,0
0.0927467,0,0
0.144435,-4.34882E-06,0
0.173027,-4.34882E-06,0
0.0124825,0.0153809,0
0.144435,-4.34882E-06,0
-0.109633,0,0
0.941231,1,0
0.030303,0,0
0,0,0
1,1,0
0,0,0
2.0303,2,0
0.0293848,0,0
0.0589659,-4.34882E-06,0
0.0589659,-4.34882E-06,0
0.0144626,0.0153809,0
0.0589659,-4.34882E-06,0
21280.5,0,0
0.861987,1,0
0.0731707,0,0
-0.0249968,0,0
1.0238,1,0
0,0,0
2.07317,2,0
0.0678168,1.42109E-14,0
0.113674,-4.29705E-06,0
0.133897,-4.29705E-06,0
0.0132616,0.0153809,0
0.113674,-4.29705E-06,0
-0.0955473,0,0
0.471074,1,0
0.2,0,0
0.908293,0,0
1.19835,1,0
0,0,0
5.50909,2,0
0.540826,1.42109E-14,0
0.382042,-4.29705E-06,0
0.438972,-4.29705E-06,0
0.0103809,0.0153809,0
0.217313,-4.29705E-06,0
-0.183627,0,0
0.517219,1,0
0.178571,0,0
0.0949447,0,0
1.15784,1,0
0,0,0
5.57143,2,0
0.494898,0,0
0.355903,-4.34882E-06,0
0.408093,-4.34882E-06,0
0.010797,0.0153809,0
0.203771,-4.34882E-06,0
-0.204712,0,0
0.423889,1,0
0.15,0,0
0.999958,0,0
1.23222,1,0
0,0,0
5.31667,2,0
0.749722,0,0
0.413197,-4.34882E-06,0
0.454658,-4.34882E-06,0
0.0113965,0.0153809,0
0.183572,-4.34882E-06,0
-0.365311,0,0
0.419722,1,0
0.301887,0,0
0.514628,0,0
1.19438,1,0
0,0,0
5.50943,2,0
0.43859,0,0
0.386045,-4.34882E-06,0
0.47589,-4.34882E-06,0
0.00879489,0.0153809,0
0.265977,-4.34882E-06,0
-0.0350396,0,0
0.1425,0.31375,0
3.4,2.95,0
0.57571,0.392852,0
3.76938,3.1,0
0,0,0
6.5,4,0
10.31,6.25,0
0.806183,0.627268,0
0.93426,0.71019,0
0.00692383,0.00823242,0
0.490321,0.440124,0
-0.598294,-0.541218,0
0.17125,0.25375,0
6.125,3.275,0
-0.184508,0.547072,0
3.46938,3.0975,0
0,0,0
7.175,4.225,0
6.14438,7.32438,0
0.688981,0.751046,0
0.860389,0.842089,0
0.00561523,0.00688476,0
0.525846,0.483893,0
-0.725748,-0.443722,0
0.177909,0.451335,0
1.53191,0.106383,0
0.44558,0.915859,0
3.37936,3.27614,0
0,0,0
6.42553,3.89362,0
7.30828,8.69081,0
0.761473,0.503232,0
0.823657,0.503232,0
0.00866119,0.0140935,0
0.351432,0.0892218,0
-0.614687,-0.858855,0
0.156179,0.35627,0
3.44681,2.04255,0
0.565272,0.348967,0
3.54504,3.02626,0
0,0,0
7.10638,3.65957,0
7.07379,5.16071,0
0.790729,0.603806,0
0.917879,0.699195,0
0.00638357,0.00912803,0
0.469974,0.390342,0
-0.614861,-0.488346,0
0.517037,0.255309,0
2.17778,0.733333,0
0.176297,1.16805,0
2.53778,3.11555,0
0,0,0
11.4222,8.6,0
2.39506,6.32889,0
0.505849,0.748528,0
0.524274,0.766952,0
0.0104735,0.00911543,0
0.31026,0.33786,0
-0.469176,-0.567015,0
0.425342,0.224271,0
2.53659,0.731707,0
0.618901,1.16789,0
2.85604,2.59786,0
0,0,0
11.3659,8.87805,0
2.62225,6.20464,0
0.486454,0.760202,0
0.600831,0.818927,0
0.0073871,0.00790763,0
0.425778,0.339623,0
-0.149562,-0.526297,0
0.439697,0.238507,0
0.395349,0.651163,0
0.94986,0.932673,0
1.92807,2.72742,0
0,0,0
11.186,9.2093,0
3.46025,7.09573,0
0.495887,0.761248,0
0.601796,0.823224,0
0.00912748,0.00875566,0
0.299617,0.311728,0
-0.3607,-0.666129,0
0.46007,0.318576,0
1.25,1.58333,0
0.551387,0.440265,0
1.74305,2.52604,0
0,0,0
11.5417,9.20833,0
2.06771,4.87326,0
0.484165,0.682592,0
0.585226,0.76667,0
0.00800239,0.0093316,0
0.386046,0.362581,0
-0.308312,-0.622074,0
1,0.787846,0
0,0.0220588,0
0,1.1453,0
1,1.10116,0
0,0,0
12,10.1985,0
0,0.364998,0
-4.34882E-06,0.188043,0
-4.34882E-06,0.192466,0
0.0153809,0.0147067,0
-4.34882E-06,0.0460035,0
0,-0.721017,0
1,0.807183,0
0,0.0434783,0
0.985674,-0.608355,0
1,1.0865,0
0,0,0
12,10.1652,0
9.09495E-13,0.25966,0
-4.29705E-06,0.176052,0
-4.29705E-06,0.185496,0
0.0153809,0.0140812,0
-4.29705E-06,0.0776627,0
0,-0.459852,0
1,0.785694,0
0,0.0583333,0
0,-0.574085,0
1,1.09,0
0,0,0
12,10.175,0
0,0.261042,0
-4.34882E-06,0.191553,0
-4.34882E-06,0.206705,0
0.0153809,0.0136643,0
-4.34882E-06,0.0965596,0
0,-0.366707,0
1,0.838882,0
0,0.0344828,0
0,-1.18858,0
1,1.07878,0
0,0,0
12,10.1379,0
0,0.222354,0
-4.34882E-06,0.152725,0
-4.34882E-06,0.152725,0
0.0153809,0.0143404,0
-4.34882E-06,0.0651333,0
0,-0.525079,0
0.972321,0.416011,0
0.00699301,0.104895,0
3.02798,1.95713,0
1.01379,1.24109,0
0,0,0
11.979,10.8741,0
0.0345249,0.879261,0
0.0361629,0.41138,0
0.0361629,0.434171,0
0.0151639,0.0124467,0
0.01809,0.145787,0
-0.459558,-0.55499,0
1,0.350327,0
0,0.198276,0
0,1.39087,0
1,1.24257,0
0,0,0
12,10.8707,0
0,0.785003,0
-4.34882E-06,0.453061,0
-4.34882E-06,0.510693,0
0.0153809,0.0104133,0
-4.34882E-06,0.216271,0
0,-0.288234,0
0.984734,0.363787,0
0.00769231,0.169231,0
5.03185,0.937702,0
1.00763,1.2471,0
0,0,0
11.9923,10.9077,0
0.00763314,0.822249,0
0.0195802,0.4453,0
0.0195802,0.495935,0
0.0151423,0.0109874,0
0.0195802,0.19745,0
-0.171272,-0.343404,0
0.98261,0.381502,0
0.00877193,0.166667,0
5.03402,0.816385,0
1.00869,1.23892,0
0,0,0
11.9912,10.7982,0
0.00869498,0.792629,0
0.0218272,0.435809,0
0.0218272,0.485876,0
0.0151091,0.0110406,0
0.0218272,0.195668,0
-0.175301,-0.337772,0
0.4472,0.6536,0
0.06,0.06,0
-0.217524,2.76747,0
1.2464,1.1584,0
0,0,0
11.06,12.14,0
0.9364,0.6004,0
0.380694,0.323321,0
0.380694,0.323321,0
0.0136184,0.0136184,0
0.0985621,0.0985621,0
-0.743113,-0.694208,0
0.430785,0.545455,0
0.0909091,0.181818,0
-0.821918,2.00315,0
1.24948,1.15857,0
0,0,0
10.8636,12,0
0.890496,0.545455,0
0.401494,0.396451,0
0.401494,0.447821,0
0.0127982,0.0107321,0
0.132293,0.205907,0
-0.652287,-0.322778,0
0.455086,0.656157,0
0.0487805,0.170732,0
0.0191523,-0.999936,0
1.24866,1.09756,0
0,0,0
11.0244,11.9756,0
0.950625,0.267698,0
0.370845,0.296899,0
0.370845,0.346486,0
0.0139308,0.0109564,0
0.0846391,0.198483,0
-0.773622,-0.123501,0
0.470703,0.623047,0
0.03125,0.15625,0
1.5019,-1.02099,0
1.24902,1.09277,0
0,0,0
10.9688,11.9062,0
0.967773,0.397461,0
0.351784,0.330633,0
0.351784,0.356544,0
0.0144348,0.011261,0
0.0603846,0.188214,0
-0.833719,-0.51994,0
0.313609,0.239645,0
2.57692,1.34615,0
1.21628,0.688125,0
5.26775,5.68639,0
0,0,0
7.5,7.5,0
15.0133,18.1731,0
0.622194,0.647282,0
0.622194,0.679174,0
0.0120987,0.0102496,0
0.187199,0.268805,0
-0.788056,-0.570377,0
0.3152,0.2992,0
4.64,1.32,0
0.352238,0.702183,0
5.5696,5.9696,0
0,0,0
6.8,6.6,0
16.7104,18.72,0
0.587736,0.589073,0
0.587736,0.589073,0
0.0109809,0.0119809,0
0.239098,0.192513,0
-0.696473,-0.695714,0
0.421875,0.320312,0
3.0625,0.125,0
0.151514,0.874992,0
4.60938,6,0
0,0,0
6.3125,6.875,0
13.5898,18.8594,0
0.448913,0.540687,0
0.448913,0.540687,0
0.0135498,0.0119629,0
0.101526,0.163621,0
-0.933929,-0.81226,0
0.337869,0.21542,0
1.19048,1.85714,0
0.809084,1.09685,0
6.2381,5.9161,0
0,0,0
7,7.57143,0
17.3787,17.8639,0
0.593864,0.6333,0
0.593864,0.719904,0
0.0126173,0.00673574,0
0.165239,0.395162,0
-0.726441,-0.519426,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
2,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
2,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
2,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
2,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.520661,0.264463,0
0.0454545,0.181818,0
0.999976,1.10854,0
1.70455,3.5124,0
0,0,0
3.04545,7.72727,0
2.77066,10.2893,0
0.381668,0.618645,0
0.381668,0.656336,0
0.014025,0.0107321,0
0.0802956,0.205907,0
-0.937608,-0.960551,0
0.486111,0.319444,0
0.416667,1,0
0.439242,1.44955,0
1.74306,3.40972,0
0,0,0
2.91667,8.33333,0
2.24306,8.88889,0
0.426932,0.589741,0
0.426932,0.589741,0
0.0108236,0.00778537,0
0.245835,0.357828,0
-0.497356,-1.23185,0
0.404959,0.289256,0
0.181818,0.272727,0
0.755538,1.31327,0
1.7438,3.61157,0
0,0,0
3.27273,7.36364,0
2.92562,11.1405,0
0.432077,0.562196,0
0.432077,0.562196,0
0.0107321,0.00918251,0
0.205907,0.254467,0
-0.799214,-0.812384,0
0.388889,0.277778,0
0.166667,0.166667,0
0.793086,1.17306,0
1.80556,3.88889,0
0,0,0
3.5,6.83333,0
3.25,12.1389,0
0.439234,0.577447,0
0.439234,0.577447,0
0.0110406,0.0110406,0
0.195668,0.195668,0
-0.818947,-0.789666,0
0.2075,0.17,0
0.475,1.425,0
0.499989,0.978929,0
1.85,3.37437,0
0,0,0
3.825,5.875,0
2.84438,8.30938,0
0.686589,0.815154,0
0.790502,0.857362,0
0.0080957,0.0084082,0
0.334442,0.379175,0
-0.434053,-0.506278,0
0.177778,0.131111,0
0.466667,2.36667,0
0.458753,0.749433,0
1.86222,2.99556,0
0,0,0
4,5.83333,0
2.6,5.67222,0
0.725817,0.843984,0
0.810743,0.943313,0
0.00777669,0.00541558,0
0.333898,0.515069,0
-0.400224,-0.361134,0
0.250689,0.138659,0
0.181818,1.66667,0
0.999976,0.6201,0
1.67401,3.39302,0
0,0,0
3.75758,6.0303,0
2.6685,7.84757,0
0.633111,0.846475,0
0.669596,0.937684,0
0.0107321,0.00728857,0
0.205907,0.43422,0
-0.578132,-0.392388,0
0.231111,0.144444,0
0.566667,1.7,0
0.876524,0.419806,0
1.81,3.35556,0
0,0,0
3.63333,6.5,0
2.69889,7.18333,0
0.688104,0.851139,0
0.748301,0.887355,0
0.00749892,0.00624892,0
0.360889,0.479459,0
-0.476335,-0.503802,0
1,0.679688,0
0,0,0
0,0.999979,0
1,1.87109,0
0,0,0
4,2.875,0
0,3.48438,0
-4.34882E-06,0.261399,0
-4.34882E-06,0.261399,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,-0.999681,0
0.685951,0.454545,0
0.181818,0.909091,0
2.09985,0.760855,0
1.08264,2.1405,0
0,0,0
4,3.45455,0
0.181818,3.8843,0
0.260636,0.448853,0
0.260636,0.448853,0
0.0107321,0.0104738,0
0.205907,0.260636,0
-2.72175,-0.805069,0
0.867347,0.459184,0
0.0714286,0.642857,0
714287000,0.999983,0
1,2.34694,0
0,0,0
4.07143,3.64286,0
0.0663265,5.37245,0
0.111743,0.44666,0
0.111743,0.44666,0
0.0133082,0.0133082,0
0.111743,0.111743,0
56428,-0.85265,0
1,0.481481,0
0,1,0
0,0.999981,0
1,2.1358,0
0,0,0
4,3.44444,0
0,4.69136,0
-4.34882E-06,0.435458,0
-4.34882E-06,0.435458,0
0.0153809,0.0122944,0
-4.34882E-06,0.151487,0
0,-0.849496,0
0.18,0.24,0
0.8,2.6,0
2.19996,0.964901,0
2,3.85,0
0,0,0
6.6,5.6,0
4.44,9.64,0
0.75915,0.698944,0
0.75915,0.698944,0
0.00631836,0.00788086,0
0.409678,0.408414,0
-0.87313,-0.699654,0
0.21875,0.28125,0
0.625,4.25,0
-0.333318,0.999988,0
1.1875,4,0
0,0,0
7.375,5.25,0
1.73438,9.6875,0
0.677296,0.573637,0
0.677296,0.573637,0
0.00805664,0.00708008,0
0.287305,0.390963,0
-6.5207,-4.75798,0
0.22449,0.265306,0
1,2.71429,0
-1.04164,0.999989,0
1.97959,4.26531,0
0,0,0
7,5.28571,0
4.57143,10.2041,0
0.673059,0.587055,0
0.673059,0.587055,0
0.00581453,0.00645229,0
0.436124,0.415042,0
-1.15496,-7.506,0
0.16,0.28,0
0.7,1.3,0
-0.472861,0.705875,0
2.29,4.4,0
0,0,0
7.3,5.9,0
3.81,11.69,0
0.736426,0.616018,0
0.819352,0.616018,0
0.00694336,0.0100684,0
0.38996,0.277515,0
-0.764842,-0.927539,0
0.722222,0.722222,0
0,0,0
0.999946,0.999986,0
1.13889,3.22222,0
0,0,0
6.33333,3.33333,0
0.555556,8.88889,0
0.195668,0.195668,0
0.195668,0.195668,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-0.999929,-0.999929,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.510204,0.510204,0
0,0,0
0.99998,0.99999,0
1.97959,4.91837,0
0,0,0
7.71429,5.42857,0
3.91837,15.6735,0
0.296575,0.296575,0
0.296575,0.296575,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-0.999999,-0.999999,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
10,10,0
0,0,0
-4.34882E-06,-4.34882E-06,0
